itemid1,itemid2,itemid3,itemid4,itemid5,itemid6,itemid7,itemid8,itemid9,itemid10,itemid11,itemid12,itemid13,itemid14,itemid15,itemid16,itemid17,itemid18,itemid19,itemid20,itemid21,itemid22,itemid23,itemid24,itemid25,itemid26,itemid27,itemid28,itemid29,itemid30,itemid31,itemid32,itemid33,itemid34,itemid35,itemid36,itemid37,itemid38,itemid39,itemid40,itemid41,itemid42,itemid43,itemid44,itemid45,itemid46,itemid47,itemid48,itemid49,itemid50,itemid51,itemid52,itemid53,itemid54,itemid55,itemid56,itemid57,itemid58,itemid59,itemid60,itemid61,itemid62,itemid63,itemid64,itemid65,itemid66,itemid67,itemid68,itemid69,itemid70,itemid71,itemid72,itemid73,itemid74,itemid75,itemid76,itemid77,itemid78,itemid79,itemid80,itemid81,itemid82,itemid83,itemid84,itemid85,itemid86,itemid87,itemid88,itemid89,itemid90,itemid91,itemid92,itemid93,itemid94,itemid95,itemid96,itemid97,itemid98,itemid99,itemid100
8.808735485412285,8.843239506095097,9.404887297767065,8.193086751349025,7.739399495295435,6.645510636220974,9.823936364768112,1.0750839003448762,9.36386669632895,7.676913568248747,2.6857680683527634,2.9812701020177723,7.96822997858868,4.723200344128855,6.122038268940783,9.270488541911908,6.1554911774715375,7.150364148017457,4.642671491836887,6.039575649840763,1.9384029607478745,2.4514112324012833,2.9248519122337675,4.973697963663438,7.73668831327419,4.672820465367966,2.0984378296918926,5.4422510604021594,6.863181759404243,2.004005483292011,4.525884821085777,9.061902442373006,9.57079178705878,5.908273595681769,2.782533761007008,1.717211834866489,1.5132885498020086,9.070513592969773,4.33721301827915,7.209129405807801,6.511999846195779,6.597777805610622,1.8596578905907482,9.16565055704664,8.66125571121633,8.382444546554385,1.0538137148035276,4.205259100656853,4.433656658606559,8.197192706492492,3.973706316898215,7.327266193409451,3.5660203319326254,1.087533763415515,8.990420116969782,5.758724599914931,4.766100399134188,2.758204021663955,9.683689684387259,4.707572277381832,6.818978299598843,4.472513412612389,7.036884907691282,6.558206531846154,9.387918545925967,9.182717994120623,6.873054591877886,9.248938581698445,8.158795400477445,5.835214454067302,1.0365067794902494,6.7854478804552345,1.489041372742666,7.786924225279937,2.715687799098128,7.56440088133622,5.626021546378105,2.747078149326871,5.801362903000014,4.199090872246298,3.4412778314209826,7.579262308868918,2.9553760314522517,3.308818950768262,7.797584731841398,1.7037852383266299,9.862252493831692,1.1168734746031284,7.424440692501623,9.730301193494746,1.6416830864130154,7.767987809971533,9.631812681142268,7.375913620145908,3.783087440125136,4.957648893948825,3.3969539199483654,9.863841951428656,4.876088294747086,3.865317146193002
5.01631574285986,5.214970313646702,4.050054592484829,1.3396958471542688,9.177669738413222,8.485918998788293,2.350589785860169,5.591132700385054,3.2061590142383674,1.668856285062243,3.480627544591115,5.596157359126234,7.406510570731395,8.709894590430327,5.2460701190786505,7.01457953935106,9.356804216042486,5.48102967846626,4.212819966668931,4.103790573086946,8.157992705881506,5.790807028241898,2.469473795339617,6.105611751975259,3.999711061405024,4.617864603944016,5.452425737063927,1.1882535008523643,6.319855488228509,8.422215039649423,3.749148941856121,7.527459487710566,7.590472713858267,9.221549910221643,6.903160569877901,6.895442526647756,3.469972682094225,3.2302948743110775,7.2125131686464155,9.938191678015375,1.8366007497381507,2.0283043436700945,3.1754439787902644,1.7932627113063533,4.175207733123353,9.097143623580239,6.433180252615216,1.7896808221091782,1.2013079143973542,1.7085429239013954,7.717923774665301,3.7753495985447882,7.023750972703655,6.913985257073674,4.252816819564872,1.831193335943559,2.056334626977762,7.870466184475395,9.661240364165696,4.303683167159947,5.788632450402442,4.900262682897049,1.8624996425341012,4.623751944611145,9.721627823456345,7.807406488125678,1.3534313878806477,4.217827687832349,8.423397528532671,6.5521703879869175,1.4809595762598753,2.574250146392051,2.5569901796609393,2.996178750017678,6.355593201635321,1.8032721056018923,1.4857751370935923,3.2867143897671456,9.314340459625173,4.989464156093447,1.1346323645829601,2.0261289436456638,4.315910138836553,3.731884704266148,2.049096089804571,7.999743711445817,3.0357860525692395,8.209745325571788,2.915645921017577,8.82186267378761,7.829637627894884,4.830736972003173,6.02211104689309,3.460199896413237,2.753648460915648,9.692458758582298,3.4639215975808493,5.252133423907163,5.668404731717149,1.7930012285778247
4.353762942494903,7.235160108360528,1.7999301161858337,1.4064323301474917,2.398823138136076,5.6588480086550375,3.60760773106827,1.6865440775802356,6.172964530753413,9.211556728682842,2.3337264517521,1.6692413151452494,7.318130515118415,1.8345480286493139,9.654372013058275,5.205291056872744,3.608449089548582,2.124680012093294,5.825968142177216,7.9638663643456375,6.176121157501392,8.513957988313173,6.742145928214826,6.337419938570788,2.7011715882658587,1.0870836039487743,6.538285400363027,7.583837728215056,6.222625287666017,3.5219851160769684,8.203243292577218,1.4365074426526991,2.32175022401801,4.633058137724439,6.433684893135843,1.6935499329500256,5.878565019556469,9.606537270294648,3.2566974900223364,3.4699199866004644,8.521217109401722,5.7954778716201325,6.98363755436798,4.524443927586845,5.839987925724439,6.688159057495545,8.8056407902893,4.491962572563192,2.1836804446439526,3.9660081879651434,2.3142886782296737,7.6562465646560405,4.676647242148754,7.363537094578806,8.802687635133534,6.807590735176049,2.6561587283981876,5.810809478326914,1.6696528141999256,6.191705757923825,8.85415193103368,9.019950953615032,3.6496403184652935,1.6424148004712156,1.1199021346565836,5.4708510259747065,2.731039521499801,3.2144171631953604,4.329211575376685,5.6684495419739145,6.351713629871537,3.359985705773359,7.329314650805832,6.068673601952519,3.217274359575522,9.437689188836053,2.326671140338123,8.679458185668071,5.86588020244661,2.564328045917174,8.142165253844897,2.621009818280094,3.2148119723014763,3.312372501487797,5.110982161626169,1.3428310456156258,1.6532997298169643,6.446350147035649,9.447244838485094,5.093260143525111,7.465723038609427,5.572552178618366,3.2218056398811674,8.093385419371963,4.3449100949570685,3.2731011525476177,5.597727271835407,9.388956001404111,9.166047788552413,3.7900157405080463
5.295315482465122,9.651809124484119,8.794958276445637,7.978874104688392,4.709725934521613,6.952470771971824,1.2908313545470473,6.773622720455406,6.492433270426807,1.1517691831019938,1.1918713827311485,3.929365040160714,9.590794230432856,8.598049520238938,4.358230734596829,2.3001632818894606,8.572448721802479,4.591077401229419,3.0926760996896028,4.9309379693604445,5.153519075508316,5.626343888727026,1.9001199445990866,7.838474761220428,8.822977278527492,8.728178231250565,8.838597404465254,4.740020624095795,2.247888369485782,5.556696181263095,1.7549764439266442,1.5366603096384206,2.211883878260909,2.899019138846972,8.603242061138424,3.979048494959546,9.510112732518875,9.22703904972185,4.349781567117866,3.070692206718749,7.322460792677091,9.4256932896727,7.699766083903237,4.063519405904608,5.423547464648266,1.7949617868548042,1.0657425604643866,9.580640644755,2.769796187035119,3.156160893405932,9.430258562534751,3.382038631515444,8.004973895578573,2.0530370082387694,1.3879191562613693,4.993907414435608,6.242428970078141,2.923669621448598,9.201826936284444,4.813387624670012,5.424967026104862,4.033255304256569,5.816045116733659,9.553938545252807,5.897010551908212,6.694166671015763,8.011615808838927,3.7237056942058007,5.857430300836504,7.0379373788523445,5.517438439579524,9.039687171609556,2.2103184795873725,9.1193577967806,2.6380813272264145,9.422846653368739,6.899251364528045,6.230887682582257,9.957362881117515,9.615752464669365,5.4786937209012505,3.075147863648246,8.899749798167035,7.113347096581828,4.401478132380781,3.317692328755874,9.229654059331581,7.033817769741967,3.0047184744498305,2.719210504450712,7.7984087428274576,4.424211547297984,1.9181634511011816,9.439819980204927,9.585906949793184,9.243987874751546,7.004022091511572,6.789298177303294,6.506054425420642,7.363411927466617
9.61863087351122,7.872473250186526,1.3175524282157605,9.835742855873898,2.385714553343979,6.253326821385861,6.484639216679428,2.96993811090163,2.2033349176929855,1.5237062346480066,9.360988077343055,2.5118027873604465,1.2089243018957234,7.505824575484578,6.255473530991765,4.355605236387248,9.932538740576579,6.353412820398223,9.647949236110685,1.5589786394327492,3.565320566314018,1.322456052886491,8.689208639002096,1.2756562631181363,7.100538471105453,5.0477457340811025,1.3011054485947486,7.32660605352776,9.941146750135683,7.91677507292359,6.241916280216313,6.645968445101518,5.083444022857327,4.1932373460247785,9.10030352429172,7.618398818152222,2.611992328408493,7.5851918987741564,5.981491317269409,9.007842059165302,4.635799515577633,2.7706506519803957,2.0973768296867012,4.7334785869582605,2.246943014832935,8.910161283315672,8.69226501695602,8.828965151692074,6.387238832005641,1.7312982475574685,2.1971841572724156,9.576542296958399,8.260956024141652,8.860094924000862,3.3000354779868672,9.500426643415027,4.8632194717983355,3.3110918968428904,7.620702210740905,1.9215002044267182,4.037351562064863,6.665281519632223,4.914316498131569,2.326142923992286,5.479404556185787,5.668200263880335,3.3516097067330515,2.451149735330572,1.1602755995586964,5.301643015766796,9.864792100851453,2.397658193222581,9.826490412711195,3.3956614537604173,7.7114262020479165,4.459110558031962,9.873331503799406,1.3497197488679897,4.815376719462981,4.153006568428697,6.549890185234035,3.026762382494754,2.013716053189838,2.3019365839448462,8.063825745247328,8.509783658439947,3.9189932050876584,3.9811134950114986,8.430116104633765,9.977798176109596,4.375818370489803,2.1632764974580705,1.2112695382120493,4.072555071970587,6.611621884407001,4.564958190860649,9.452668848146224,6.933298107898953,2.718485012997342,2.2094299303965546
5.995553507561959,4.409735688963469,5.729032578733495,5.014904158717878,8.75078827008646,7.183542608901455,1.896511742771588,1.767807765073639,7.341834282304016,5.97410641699097,5.084424665050189,4.971422626276362,3.952335986850504,3.1312675238074847,8.235299117746294,8.028825601735484,4.859887811508466,6.723835777309093,5.785047188690566,2.649069241141018,7.4739221802272136,5.7964123005857395,6.383864316261918,6.336944142091667,8.368092893048257,6.6979799297424005,8.30645755605947,8.61802837568299,8.26029644111146,5.790356482719694,2.939526941207929,1.772786855356944,9.058211590473508,8.086027422803838,9.5264038301489,1.553626454874141,9.850604598477185,3.4846052751282532,7.423784238386757,1.7380227471822105,5.966168058462986,8.07140512781681,3.5225030860347495,2.400603700303075,6.227777645117416,1.298079328876097,8.556359117607721,1.1480677336646306,9.352261990819175,2.5025448076527743,5.0257797831425375,1.8736266498301144,3.6907253689522164,6.861111879301003,3.379072639495834,6.477738563074969,8.541020390434124,1.7226675436926067,8.590494631899325,7.38896520330498,3.5432193531345835,5.434588806658047,5.2107690725513285,1.5012927411077066,8.268255536498087,9.301081997050963,3.498010484477847,9.543028577536887,5.240111768353029,7.879388622578075,6.642519355815619,9.288703016642122,4.505644902334552,4.1287626985404255,9.56065468676901,2.73993610665692,3.659178889524408,1.7934112977596757,2.230335325757013,6.856524587040807,9.507126291632956,7.717075411538903,4.074452838748737,8.359286052942426,7.59312671159199,2.434809746668167,8.523886150740621,3.49647907965,6.143563074548163,4.226206943275784,7.725615498103496,5.042691580369942,5.73960407657005,4.01234046909978,4.38326661256202,4.73566553247603,6.353025225580514,7.645605560090564,5.0902186272818515,7.170713421983996
4.074948010615348,2.3483321822678587,8.660478610828934,5.183744559536176,1.68925679534859,5.350112780576595,1.5029540911196118,9.970142285631,2.015901131344216,5.376224068511881,2.475545186388983,5.249534260169359,5.16076218523815,4.484026541984372,8.775818327287112,9.719240782569807,3.138343089004341,1.6237877540575338,9.50018702819222,9.884308833078272,3.6629342654274057,8.118303626909348,9.156561568713887,1.1711479182950657,4.245840565420053,5.147278978365938,8.768051450351761,9.444515529606674,3.9675327003805956,1.6777370481220355,2.7548572335390085,2.404753742159909,9.360135922670652,5.6803689659505014,3.5793763238685563,2.8043890385141683,9.760615131357715,4.55518004746878,8.361946503298828,7.991103478716376,5.712455150588026,3.4042292651120825,4.677407576849912,9.800917945975485,1.9962355922801538,4.622200722962971,5.501350043424478,1.12171712946045,6.013829661156019,5.545180034177927,5.101237155205904,2.9222616277769053,3.1309225927709083,5.479494678465228,1.7134514408554646,5.487281674080536,9.926951534831673,1.9559824841838744,5.900015969371973,4.3036017770718145,1.4938367439284175,9.867091326854906,4.822781945921383,7.51551216926028,9.170639222425834,1.5401309744134493,3.544764159605093,1.2067809727645957,7.833263211377845,9.017631702266,3.0769852740885484,1.6518631463282527,7.295101804694379,4.151917165676341,7.55744766943042,6.890615168535408,5.330934397885182,1.3128988477782944,4.0697779263314615,9.33567627822931,9.174995894895556,2.3516521739006206,1.786270374535011,8.437439927754227,4.713079629740322,7.884643613030956,1.4115900565106179,1.1353332567271712,3.847154921188454,7.1764270741535165,1.3146010894893405,9.136650990562597,1.446606177766992,9.443050338075821,8.356723843828089,6.435172557334576,6.700233900194409,3.610008997227194,6.493562052663659,6.626015360564309
9.200628655902914,5.542306109738914,4.38083035266841,2.2945552153834217,4.296577206043323,3.844363550641166,8.6202608780232,5.8012560896226315,8.141618697194911,5.491657273824058,2.1657046385655794,9.056063994279505,3.8980155997963095,7.926978729513135,5.3943507338476,4.773350274777601,8.0087929324742,3.6718146011388044,8.808355475160024,1.9607440639098108,9.776075964940434,5.662422598150929,6.989264160404423,1.8805873497124241,7.189650328761115,1.4330702768753372,7.4659497567089605,6.393309689991557,3.5977881021171974,2.5576646099323046,3.4155637860865147,2.2549520219901393,2.0212582084313664,6.294654896874867,2.512381532189549,1.2239648178834746,9.052962511752744,6.848717925776706,7.258056498989985,4.768737530983747,2.7707984456950925,5.164949688592543,8.16992907575786,8.044895020496202,4.3074277735629085,3.0232393584186834,6.348745404034311,6.637417520771878,4.738342753463904,2.492160301133793,6.788740190091609,8.52760478130952,6.0201839603650305,5.629038581032306,9.201072923871727,7.904678708759572,8.326580951747559,5.2382988464600135,2.253001784790812,4.108137210863471,5.797980370581685,7.130401427083956,6.947539780458165,4.148643904631642,9.134865162420896,4.866176203895005,8.217701940714626,1.8852768469846255,2.663598419439233,4.638856282049931,1.6971042346812162,4.039749832252158,1.146844181438861,8.665840387437823,9.146618453988305,7.466779738294555,3.197288132912,6.4565255858381345,8.187808208009612,2.0289372047681993,3.5044598273471883,7.4452085663270875,4.770939208804645,6.824901518979883,3.9999442969181445,4.6731796940949994,2.0531695306463043,4.040441000544723,3.634101878950121,6.0311452388710345,5.839071634072603,1.1421021959398745,5.096243859319104,5.270381043797669,9.737308167448312,4.540505864255326,6.938638313663018,5.249646011121448,1.3574704167537623,7.14992894273959
5.568018579151428,1.5108534325118952,1.2435205015118647,8.168883363196306,5.992984848551984,6.423998199638903,4.28468950138781,8.324118522381479,3.285368690262559,2.280005391021009,2.5117372863631453,3.5742133194063257,1.0688943236381971,5.571431380599902,9.336469021543062,6.596969163459994,2.1456929901644894,8.982430715434646,2.5506254119431784,1.4190229520552595,3.2325577213262,1.99947089602148,5.970898144407581,1.7410914149143226,6.913911216349066,7.481948147979025,8.451779404409997,4.416604777290558,6.174775667291469,7.297153166318296,9.783946643065272,8.079681034666788,1.8416850650762888,2.1657535911149424,6.188034897377322,5.402545604689451,9.787274672594052,2.334678686813863,8.187728195175065,1.3179010423496789,3.118748608297638,7.200431639774104,9.604268530284953,6.708676575811646,5.487349811286909,4.5895537530865385,2.7975453095633167,6.512492864838078,3.618495252473747,7.8025534636427585,1.9784133633634926,2.9755870342788593,2.6490780951924346,7.027951377230281,9.699617334537995,4.3136178361793185,4.798132342765788,1.4857081623171426,4.908878675420205,2.503571942976193,4.523747817332012,9.016191733706266,2.150028098575909,5.743407971817768,4.090143777162558,5.97926764831653,1.1905262171140598,5.854501572728292,6.118542191792369,5.7745014614185415,3.7788015171238367,7.920800684568145,2.226642347498179,3.6828533173189513,8.675275655192102,1.8891384475348323,6.436453344785258,6.062599675625414,9.06828663066202,4.2269946223226675,4.744307967706863,7.408739416930385,1.1607211324803453,6.613885186211486,6.637613842569229,7.527125370458409,1.611140784373696,9.17038692020775,1.6133064314205912,4.195327586890945,5.80939696510244,4.5794299913914776,7.587177749706986,3.926113158025211,6.341376483761232,3.683767465337611,2.714466336405626,7.322551628425713,5.749467102191004,1.7028916725120673
1.5470188071845101,4.151785639331787,9.808592519361685,9.801035268907729,5.24299113555951,7.866247913243908,9.22159967977113,7.678040866156886,1.6369262310664938,8.903738920674016,9.18067012234749,6.065352220337798,5.703382345514819,2.198470414943849,3.4991751780296125,4.676867642803392,7.314132657920289,6.909181267451925,6.649998051106029,5.658518954396245,4.345287515294364,6.712788347179486,8.820438335147923,5.330439035810055,6.183975335581976,6.363201303545499,9.711891060112627,1.850862754149653,4.708313477519585,9.531463829658092,3.7094658269204657,6.618024721592008,4.974755316311471,2.9885164685149124,1.3635040367284348,5.25717125912053,2.3916683959602385,6.308961055151718,2.9503450472814103,7.747971389743245,2.526658419256674,6.529261973525441,3.503604852597024,4.8756402196986866,9.468873249358346,2.3236948723794106,2.178654649248383,8.11663228709801,6.046810309688682,4.256124874081529,2.847433437436126,1.2370862267499252,6.474043576459777,6.84485900631142,6.122148802068235,5.752448714021202,4.144905800867427,3.246338403179859,1.312521700591292,9.144000422553798,1.0617206063739437,8.752157494447836,3.505855622489074,7.685192132749676,4.513172333752266,9.737202148265848,9.365350126331784,8.655199055033568,6.316180962585177,4.737941605901275,5.336090217484654,4.434868927487924,3.718147145597741,5.0969490966918265,3.4943236621819693,6.740229120271336,9.898661385682342,8.999821942135036,7.519862556587288,6.811915298708365,8.246592741055505,8.183828064863063,5.61289858899521,1.626679028480249,6.556467208928259,1.7921298172830689,8.676366862060569,8.344324376544659,3.555711752525963,2.33484355385132,9.066683288722155,9.894413818472419,5.38228632897152,4.877069988988201,3.844078953036483,4.0314218885214,1.0303280814514308,8.901441239178359,7.9893922676515885,3.655171934168498
